"papel","segmento","cotacao","ffo_yield","dividend_yield","p_vp","valor_de_mercado","liquidez","qtd_de_imoveis","preco_do_m2","aluguel_por_m2","cap_rate","vacancia_media","endereco","data_atualizacao"
"KNRI11","Híbrido",144.2,7.56,7.49,0.9,3483460000,3095380,20,4008.77,345.99,8.63,0.1,"Rua do Níquel, 205, Parque Industrial, Itaquaquecetuba - SP,Rodovia Vice Prefeito Hermenegildo Tonolli, km 2, Jundiaí - SP,Rua Buenos Aires, 15, Centro, Rio de Janeiro - RJ,Rua Gomes de Carvalho, 1.195, Vila Olimpia, São Paulo - SP,Rua Diogo Moreira, 184, São Paulo - SP,Rua Dr. Fernandes Coelho, 64, Pinheiros, São Paulo - SP,Rodovia Mogi-Dutra (SP-088), 11.100 (km 41,4), Mogi das Cruzes - SP,Avenida Parque Industrial, 580, Sumaré - SP,Rodovia dos Bandeirantes, km 69, Louveira - SP,Av. Nações Unidas, 14.171 , São Paulo - SP,Rua Voluntários da Pátria, 113, Botafogo, Rio de Janeiro - RJ,Rua Joaquim Floriano, 913, Itaim Bibi, São Paulo - SP,Avenida Paulista, 2.421, Bela Vista, São Paulo - SP,Rodovia Fernão Dias, km 863, Algodão, Pouso Alegre - MG,Rod. Dom Gabriel Paulino Bueno Couto, km 82 - Cabreúva - SP28,42,Avenida Caminho de Goiás, 100, Rodovia Anhanguera, km 66, Jundiaí - SP,Avenida dos Andradas, 3000, Santa Efigênia, Belo Horizonte - MG,Rua Humaitá, 275, Humaitá, Rio de Janeiro - RJ,Avenida Presidente Juscelino Kubitschek, 1.830, São Paulo - SP,Estrada da Lama Preta, 2.805, Santa Cruz, Rio de Janeiro - RJ","2023-04-13 00:29:07"
"KNSC11","Títulos e Val. Mob.",85.05,8.32,12.63,0.96,1129110000,2740920,0,0,0,0,0,"","2023-04-13 00:29:07"
"LASC11","Shoppings",104,7.23,7.76,0.98,305791000,11526,2,4065.68,344.37,8.47,2.68,"Avenida Visc. de Souza Franco, 776 - Reduto, Belém - PA, 66053-0,Avenida, Dr. Silvio Bastos Tavares, 330 - Parque dos Rodoviários, Campos dos Goytacazes - RJ, 28051-250","2023-04-13 00:29:07"
"LATR11B","Residencial",9.51,-16.36,105.14,0.9,1180230,5,0,0,0,0,0,"Rua Santa Isabel, nº 272, Higienópolis, São Paulo - SP","2023-04-13 00:29:07"
"LFTT11","Residencial",68.35,-4.11,3.38,1.93,506101000,127577,335,16185.8,2.95,0.02,0,"Rua Fernando Osório,18,Rua Pedroso Alvarenga,86,Rua Piracuama,404-51,Rua Rodrigo Cláudio, 493,Rua Ourânia,58-101,Alameda Joaquim Eugênio de Lima,1233,Alameda Itu,136,Rua Iguatemi, 64,Rua Bela Cintra,1332,Avenida Epitácio Pessoa,2566,Rua General Dionísio 33 ,Rua Inhambu,553,Rua Maestro Francisco Braga,181,Avenida Fagundes Filho 1097 ,Rua José Maria Lisboa,312,Rua Guararapes,228-22,Rua Marquês de Abrantes 185,Rua Macedo Sobrinho,46,Rua Guarará,511,Rua do Rocio,52,Rua Bandeira Paulista,49 ,Rua Doutor Guilherme Bannitz,61,Rua Marquês De Olinda 78 ,Rua Doutor Augusto de Miranda 1251 -11,Rua João Anes, 99,Rua Luminárias ,Rua Bela Cintra,1490,Avenida Raimundo Pereira de Magalhães,555,Rua Caramuru,1125-22,Rua Tabapuã,542,Avenida Brigadeiro Luís Antônio, 2808,Avenida Epitácio Pessoa 2566 ,Avenida Nossa Senhora de Copacabana 1039 Ap. 602,Rua Monte Aprazível,109,Praia de Botafogo,406,Rua Inhambu,1325,Rua Inhangá,15 ,Rua Hungria,696,Rua João Moura,860,Rua Joel Carlos Borges, 60,Rua Camuirano 142,Rua Pascal 778 ,Rua Visconde de Pirajá,584,Rua Tonelero 315,Rua Peixoto Gomide, 366 ,Rua Ministro Ferreira Alves 719 ,Rua dos Democratas 799,Rua Maratona, 339,Rua Santa Justina 244 ,Rua Mário Portela,161,Alameda Sarutaiá,96,Rua Luís Dias,85-14,Rua Doutor Melo Alves, 204,Rua Balthazar da Veiga,589,Rua Visconde de Pirajá,287,Avenida Sabiá,825,Rua Barata Ribeiro 687,Rua Major Rubens Vaz,702,Rua Minas Gerais,428,Rua Pompeu Loureiro,101,Avenida Nossa Senhora de Copacabana, 1022,Tupiniquins 167 101,Rua Artur Araripe 18 ,Rua Gomes de Carvalho,662,Rua Major Diogo 633 ,Rua Itapicuru,643,Rua Agostinho Rodrigues Filho 410 ,Rua Doutor Jesuíno Maciel, 1616 ,Rua Bulhões de Carvalho 614,Rua Domingos Ferreira,170,Avenida Nove de Julho,2976,Rua Tabapuã,281,Rua Alvorada,859,Rua Cubatão,711 ,Avenida Nove de Julho,3183,Avenida Sabiá,699,Rua Barata Ribeiro, 596,Rua Marquês de São Vicente,226,Rua Maranhão 181 ,Rua Humaitá,157,Rua Artur de Azevedo,761,Rua Professor Gastão Bahiana 496 ,Rua Silveira Martins,157,Rua das Fiandeiras, 200 ,Rua Urimonduba,114,Rua Otaviano Hudson,19,Rua Conselheiro Brotero,528-113,Rua Estado de Israel,701,Rua Fernão Dias,323 ,Avenida Conselheiro Rodrigues Alves 775,Rua Itacema,331 ,Alameda Fernão Cardim,98,Rua Joaquim Floriano,466,Rua Bela Cintra,1604,Rua Guilherme Barbosa de Melo,84,Rua Almirante Saddock de Sá, 254,Avenida Rouxinol,438-72,Rua Guarará,100,Rua General Goes Monteiro 08 ,Rua Soares Cabral,41-101,Rua Humaitá, 110,Rua Lisboa,403,Rua Coelho Neto 82,Rua Benjamin Constant 90,Rua Doutor Ivo Define Frasca,74,Rua Itacema,366,Rua Baronesa de Poconé,122,Rua Itacema, 85,Rua Cajaíba,31,Rua Doutor Dolzani, 208,Rua Lisboa,1194,Rua Bento Lisboa,163,Alameda Franca,386,Rua Manuel Guedes,522,Alameda Santos,2081-112,Rua Mangabeiras 82 ,Rua Fonte da Saudade,111,Rua Graúna,262-11,Alameda Lorena, 289,Alameda dos Jurupis,1369,Rua Caçapava,76-61,Avenida Portugal,512,Rua Professor Gastão Bahiana 615 ,Rua Indiana 1153,Alameda Campinas,1213,Rua Gomes de Carvalho,1732-95,Rua Si","2023-04-13 00:29:07"
"LGCP11","Logística",71.75,15.48,10.18,0.7,196083000,203741,5,2411.59,384.99,15.96,0.33,"RODOVIA BR 262, nº 222
VILA BETANIA CEP: 29.136-930
VIANA/ES,Rod BR 153, S/N Compl. KM 5.5 QD CH LT SALA 01- Bairro Fazenda Retiro
CEP: 74.620-430
Goiânia  GO ,RUA SIMAO ANTONIO, 255  CINCAO
CEP: 32.371-610 - CONTAGEM  MG,AV. BRASIL, n.41.432 LOT 1 PARTE 2 PAL 48862 LOT 1 PARTE 1
PAL 48862
Bairro CAMPO GRANDE - Rio de Janeiro - RJ- CEP: 23.078-001,RUA AMÂNCIO GAIOLLI, 426 - ÁGUA CHATA CEP:07.251-250 - GUARULHOS - SP","2023-04-13 00:29:07"
"LIFE11","Outros",9.6,4.16,8.33,0.95,164264000,18740,0,0,0,0,0,"","2023-04-13 00:29:07"
"LOFT11B","Residencial",29.9,-4.02,0,2.12,58678800,0,24,19450.8,8.31,0.04,0,"Alameda Itu 745,Rua Cônego Eugênio Leite 524,Rua Jaques Félix 162,Alameda Itu 1329,Rua Batataes. 483,Rua Maria Figueiredo 471,Rua José Maria Lisboa 852,Rua José Maria Lisboa 1377,Rua Bandeira Paulista 49,Rua Padre João Manuel 494,Rua João Moura 975,Rua Doutor Tomás Carvalhal 880,Rua José Maria Lisboa 20,Rua Peixoto Gomide 1769,Rua Professor Carlos de Carvalho 74,Rua Doutor Melo Alves 265,Rua Capitão Prudente 161,Avenida Doutor Cardoso de Melo 123,Rua Haddock Lobo 971,Rua Cristiano Viana 671,Rua Abílio Soares 951,Rua José Maria Lisboa 852,Rua José Maria Lisboa 1055,Rua Pedroso Alvarenga 1004","2023-04-13 00:29:07"
"LSAG11","Títulos e Val. Mob.",106.99,10.46,15.63,1.07,86615100,15670,0,0,0,0,0,"","2023-04-13 00:29:07"
"LSPA11","Outros",107.33,12.43,7.11,0.94,43415000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"LUGG11","Residencial",70.98,11.66,9.24,0.6,80257500,42214,4,3521.47,564.88,16.04,1.23,"Rua das Espatodias 610, Marajó - Belo Horizonte - MG,Rua Casemiro Augusto Rodacki, 289, Cidade Industrial - Curitiba - PR,Rua Capitão João Zaleski, 842, Lindoia - Curitiba - PR,Rua Santa Maria Rosselo, 180, Mansões Santo Antonio - Campinas - SP","2023-04-13 00:29:07"
"LVBI11","Logística",95.29,9.53,9.3,0.82,1122060000,1665200,9,2788.01,291.96,10.47,0.51,"Avenida Juiz Marco Tulio Isaac, 7001, Riacho Da Areia, Betim/MG, Brasil, 32671-072,Rua Manoel Borba Gato, 100, Esplanada Das Bandeiras, Guarulhos/SP, Brasil, 07044-220,Estrada Dos Alpes, 320, Jandira, Barueri/SP, Brasil, 00006-423,Rua Pedro De Alcantara Meira, 1001, Fazenda Velha, Araucaria/PR, Brasil, 83704-530,Rodovia Fernão Dias, KM 947.5, Extrema, MG, 37640-000,Avenida Mutinga 4935, Bairro Pirituba, Pirituba, São Paulo/SP, Brasil, 05110-903,Rodovia Anhanguera, km 43, Cajamar, São Paulo,Avenida Portugal, 400, Itaqui, Itapevi/SP, Brasil, 06696-060,Avenida Papa João XXIII, 3059, Loteamento Industrial Coral, Maua/SP, Brasil, 09370-800","2023-04-13 00:29:07"
"MALL11","Shoppings",99.08,14.84,9.17,0.82,904071000,1351360,9,3579.69,498.89,13.94,3.67,"Rod. Régis Bittencourt, 2643, Jardim Helena - Taboão da Serra - SP,Av. Henrique Terra, 1700 - Palmeiras, Cabo Frio - RJ,
28911-320,:R. Jacy Teixeira de Camargo, 940 - Jardim do Lago, Campinas - SP, 13050-913,Av. Gov. Agamenon Magalhães, 153 - Santo Amaro,
Recife - PE, 50110-000,Rod. dos Metalúrgicos, 1189 - São Geraldo, Volta
Redonda - RJ, 27253-005,Av. Comendador Gustavo Paiva, 2990 - Mangabeiras,
Maceió - AL, 57032-901,R. Sete de Setembro, 555 - Jardim dos Ipês, Suzano -
SP, 08674-210,Estrada do Portela, nº 222, Madureira, Rio de Janeiro - RJ,Av. João Durval Carneiro, 3665, Caseb - Feira de Santana - BA","2023-04-13 00:29:07"
"MANA11","Títulos e Val. Mob.",9.4,4.02,9.54,0.98,184173000,161694,0,0,0,0,0,"","2023-04-13 00:29:07"
"MATV11","Títulos e Val. Mob.",73.83,11.9,16.32,0.81,31449200,31988,0,0,0,0,0,"","2023-04-13 00:29:07"
"MAXR11","Híbrido",64.87,12.47,11.38,0.52,73021200,54776,9,1222.78,183.89,15.04,6.82,"Csa 1 Lote 02/17, 01, Lotes 02,03,04,16,17 - Csa 01 - Quadra D, Taguatinga Sul (taguatinga), Brasília/DF, Brasil, 72015-902,Av. Duque De Caxias / Avenida Da Paz, 1792, Centro, Maceio/AL, Brasil, 57020-440,Avenida Presidente Vargas, 940, Campina, Belém/PA, Brasil, 66017-000,Csa 1 Lote 02/17, 01, Lotes 02,03,04,16,17 - Csa 01 - Quadra D, Taguatinga Sul (taguatinga), Brasília/DF, Brasil, 72015-902,Avenida Eduardo Ribeiro, 442, Centro, Manaus/AM, Brasil, 69010-000,Quadra 13, 13, Lotes 18 E 19 Scs - Sc/sul, Del Lago I (itapoã), Brasília/DF, Brasil, 71591-215,Avenida Princesa Isabel, 475, Centro, Vitória/ES, Brasil, 29010-365,Avenida Duque De Caxias, 318, Praça 14 De Janeiro, Manaus/AM, Brasil, 69020-141,Parque Solon De Lucena, 563, Matriculas 1832 / 26236 / 26285, Centro, João Pessoa/PB, Brasil, 58013-131","2023-04-13 00:29:07"
"MBRF11","Outros",679,19.91,10.07,0.88,69029900,0,2,3732.91,712.03,19.07,4.34,"Rua Rio de Janeiro, 654, Belo Horizonte/MG,Avenida Rio Branco, 89, Centro, Rio de Janeiro/RJ","2023-04-13 00:29:07"
"MCCI11","Títulos e Val. Mob.",87.45,13.2,14.38,0.95,1483150000,4143980,0,0,0,0,0,"","2023-04-13 00:29:07"
"MCHF11","Títulos e Val. Mob.",8.61,14.96,15.02,0.91,278169000,1152840,0,0,0,0,0,"","2023-04-13 00:29:07"
"MCHY11","Títulos e Val. Mob.",110.8,16.38,16.67,1.11,397747000,18466,0,0,0,0,0,"","2023-04-13 00:29:07"
"MFAI11","Híbrido",55.63,10.3,11.65,0.84,17583200,41225,0,0,0,0,0,"","2023-04-13 00:29:07"
"MFCR11","Híbrido",103.9,4.28,7.31,1.02,10517800,210,0,0,0,0,0,"","2023-04-13 00:29:07"
"MFII11","Híbrido",87.4,13.01,14.96,0.85,362439000,344675,6,201.44,0,0,0,"Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP,Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP,Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP,Rua Cidade de Bagdá, 940, Jabaquara, São Paulo-SP,Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP,Rua Luís Gemin, Bairro Descampado, Campinas - SP","2023-04-13 00:29:07"
"MGCR11","Títulos e Val. Mob.",79.14,12.23,16.07,0.88,112561000,190795,0,0,0,0,0,"","2023-04-13 00:29:07"
"MGFF11","Títulos e Val. Mob.",54.77,11.31,11.91,0.79,495702000,720392,0,0,0,0,0,"","2023-04-13 00:29:07"
"MGHT11","Híbrido",58.91,12.17,15.09,0.69,77395000,81605,1,7025.41,697.91,9.93,0,"Rua Aspicuelta, 237, 245, 251 e 259, Vila Madalena, Sao Paulo/SP, Brasil, 05433-010","2023-04-13 00:29:07"
"MGIM11","Híbrido",101.5,-2.38,0,1.03,25101000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"MGLG11","Híbrido",40.99,9.65,10.54,0.67,77396300,439,0,0,0,0,0,"Rodovia Miguel Melhado Campos 79 - Vinhado/SP ,Rodovia Miguel Melhado Campos 79 - Vinhedo/SP","2023-04-13 00:29:07"
"MORC11","Títulos e Val. Mob.",88.49,11.74,16.77,0.9,114324000,243243,0,0,0,0,0,"","2023-04-13 00:29:07"
"MORE11","Títulos e Val. Mob.",60.25,13.07,12.9,0.75,139727000,279149,0,0,0,0,0,"","2023-04-13 00:29:07"
"MXRF11","Híbrido",10.33,10.25,12.25,1.03,2334990000,6409100,3,9871.44,0,0,0,"Rua Franz Schubert, 184, Jardim Europa, São Paulo, SP.,Avenida José Caballero, 283,, Vila Bastos, Santo André, SP.,Rua Maria Monteiro, nº 861, Campinas, São Paulo.","2023-04-13 00:29:07"
"NAVT11","Títulos e Val. Mob.",72.92,10.95,13.84,0.84,76894600,327238,0,0,0,0,0,"","2023-04-13 00:29:07"
"NCHB11","Títulos e Val. Mob.",79.62,14.15,18.28,0.89,135189000,330733,0,0,0,0,0,"","2023-04-13 00:29:07"
"NCRA11","Títulos e Val. Mob.",10.42,56.16,16.89,0.11,4722700,181935,0,0,0,0,0,"","2023-04-13 00:29:07"
"NCRI11","Títulos e Val. Mob.",9.01,5.99,3.62,0.89,35589500,22202,0,0,0,0,0,"","2023-04-13 00:29:07"
"NEWL11","Híbrido",100.9,23.96,11.65,0.84,205140000,162890,3,2811.48,461.67,16.42,0,"Rodovia RSC 453, nº 32503 - Caxias do Sul,Rua Iza Costa, 1104 - Goiania,Av. Jerome Case, 2600 - Soracaba","2023-04-13 00:29:07"
"NEWU11","Híbrido",69.59,-0.64,0.73,1.01,51635800,87594,3,3734.58,289.9,7.76,47.02,"Rua Padre Carapueiro, 733, Boa Viagem - PE,Avenida Trancedo Neves, 450 - Caminho das Árvores, Salvador - BA,Rua Antônio Lumack, 96, Boa Viagem - PE","2023-04-13 00:29:07"
"NPAR11","Outros",12.82,213.32,0,0.7,1533140,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"NSLU11","Hospital",165.75,5.2,7.3,0.83,214362000,126177,1,8911.68,1031.22,11.57,0,"Rua Das Perobas, 324, Vila Parque Jabaquara, São Paulo/SP, Brasil, 04321-120","2023-04-13 00:29:07"
"NVHO11","Hospital",12.43,11.9,7.73,0.89,515777000,1354,4,16797.4,2053.54,12.23,0,"Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP,Rua Desembargador Aguiar Valim, Itaim Bibi, São Paulo, SP,Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP,Rua Doutor Alceu de Campos Rodrigues, 95, Itaim Bibi, São Paulo, SP","2023-04-13 00:29:07"
"OGHY11","Títulos e Val. Mob.",10.08,1.61,3.63,1.06,20916000,8885,0,0,0,0,0,"","2023-04-13 00:29:07"
"OIAG11","Híbrido",10.8,8.48,12.66,1.1,44991600,187321,0,0,0,0,0,"","2023-04-13 00:29:07"
"ONEF11","Lajes Corporativas",171.36,6.54,6.55,0.85,156109000,71085,1,25544.6,1833.6,7.18,0,"Rua Ministro Jesuino Cardoso, 454, São Paulo- SP","2023-04-13 00:29:07"
"ORPD11","Títulos e Val. Mob.",93,0,0,0.63,26970000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"OUCY11","Híbrido",88.5,13.05,0,0.98,95322200,0,8,2206.6,152.1,6.89,0,"Rua Manoel Alves dos Santos, 190 - Londrina,Rua Via Projetada 2, 111 - Rio de Janeiro,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE ,Av. Visconde de Piraja, 602 - Loja A, Rio de Janeiro - RJ,Rua Helios Seelinger, 155 - Barra da Tijuca - RJ,Rua Alberto Neder 424 - Campo Grande,R. Vicente Romano, 168 - Parque da Mooca,Estrada Lula Chaves, 386 - Santana do Parnaíba","2023-04-13 00:29:07"
"OUFF11","Títulos e Val. Mob.",60,13.84,14.28,0.83,108860000,161455,0,0,0,0,0,"","2023-04-13 00:29:07"
"OUJP11","Híbrido",90.84,17.35,16.67,0.91,295447000,959083,0,0,0,0,0,"","2023-04-13 00:29:07"
"OULG11","Logística",35.98,2.85,4.88,0.54,89276600,42559,2,979.15,86.03,8.79,0,"Lote nº 21 - Distrito Industrial - Bairro Benfica - Juiz de Fora/MG,Rod. Washington Luiz, km 114, Via Projetada Aterial PD04, nº 3777","2023-04-13 00:29:07"
"OURE11","Híbrido",73.85,15.64,16.62,0.82,79542900,144912,8,1841.33,152.1,8.26,0,"Rua Manoel Alves dos Santos, 190 - Londrina,Rua Via Projetada 2, 111 - Rio de Janeiro,R. JOSÉ RUSSI ESQ.C/R.RAFAEL DE CARVALHO N° 11 -SANTO ANTONIO DE POSSE ,Av. Visconde de Piraja, 602 - Loja A, Rio de Janeiro - RJ,Rua Helios Seelinger, 155 - Barra da Tijuca - RJ,Rua Alberto Neder 424 - Campo Grande,R. Vicente Romano, 168 - Parque da Mooca,Estrada Lula Chaves, 386 - Santana do Parnaíba","2023-04-13 00:29:07"
"PATC11","Lajes Corporativas",63.99,5.37,6.13,0.84,222521000,233881,6,16471.2,1101.71,6.69,2.9,"R. Gomes de Carvalho, 1996, Vila Olímpia, São Paulo - SP,Alameda Vicente Pinzon, 51, Vila Olímpia, São Paulo - SP,Rua Ministro Jesuíno Cardoso, 454, Vila Olímpia, São Paulo - SP,Avenida Paulista, 1.842 - São Paulo,Rua Fidêncio Ramos, 308, Vila Olímpia, São Paulo - SP,Rua Pascoal Pais, 525 - São Paulo","2023-04-13 00:29:07"
"PATL11","Logística",60.63,11.02,11.45,0.62,302637000,554292,4,1944.38,261.35,13.44,0,"Av. Nossa Senhora Auxiliadora, 831, Jundiaí - SP, CEP: 13214-855,Av. José Carlos Costa, 688  Ribeirão das Neves, MG,Av. Nossa Senhora Auxiliadora, 901, Jundiaí - SP, CEP: 13214-855,Av. Industrial Alda Mendes Bernardes, 1881  Itatiaia, RJ","2023-04-13 00:29:07"
"PDDA11B","Logística",106.5,0.96,0,1.59,264257000,0,2,2898.27,86.03,2.97,0,"Rod. Washington Luiz, km 114, Via Projetada Aterial PD04, nº 3777,Lote nº 21 - Distrito Industrial - Bairro Benfica - Juiz de Fora/MG","2023-04-13 00:29:07"
"PEMA11","Títulos e Val. Mob.",33.9,40.53,21.48,0.44,18712800,780,0,0,0,0,0,"","2023-04-13 00:29:07"
"PLCA11","Títulos e Val. Mob.",86.61,6.89,9.71,0.91,48243400,66824,0,0,0,0,0,"","2023-04-13 00:29:07"
"PLCR11","Híbrido",82.58,22.85,15.47,0.91,174175000,299058,0,0,0,0,0,"","2023-04-13 00:29:07"
"PLOG11","Logística",69.15,19.68,12.8,0.65,51862500,97972,1,709.18,165.46,23.33,0,"Rodovia PE-060  Km 14,5  Ipojuca, Pernambuco","2023-04-13 00:29:07"
"PLRI11","Títulos e Val. Mob.",21.13,-3.49,31.05,0.65,20164400,2571,0,0,0,0,0,"","2023-04-13 00:29:07"
"PORD11","Títulos e Val. Mob.",82.78,13.26,17.01,0.84,308635000,681752,0,0,0,0,0,"","2023-04-13 00:29:07"
"PQAG11","Logística",50,10.05,10.16,0.87,699594000,66435,1,11111.8,1088.25,9.79,0,"Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo-SP","2023-04-13 00:29:07"
"PQDP11","Shoppings",1669,11.49,11.57,0.53,409761000,210495,1,1540.71,231.57,15.03,1.3,"Avenida Guilherme Campos 500, 500, Sem Complemento, Jardim Santa Genebra, Campinas/SP, Brasil, 13087-901","2023-04-13 00:29:07"
"PRSN11B","Residencial",1.52,-21.28,24.89,0.32,4911500,548,2,8335.97,0,0,0,"Estrada de Barra da Tijuca 345, Barra da Tijuca , Rio de Janeiro,Avenida Geremario Dantas 1401, Jacarepagua , Rio de Janeiro","2023-04-13 00:29:07"
"PRSV11","Lajes Corporativas",101,3.43,0,0.46,19695000,4340,1,1773.47,275.7,15.55,100,"Avenida Presidente Vargas, 850, Centro, Rio de Janeiro - RJ","2023-04-13 00:29:07"
"PURB11","Híbrido",95.1,-1.81,2.51,0.88,107954000,0,2,18967.7,2997.44,15.8,0,"Rua Bruno Giorgi, nº 114, Jacarepaguá - Rio de Janeiro,Avenida Flamboyants, nº 855 - Barra da Tijuca","2023-04-13 00:29:07"
"PVBI11","Lajes Corporativas",91.76,2.04,7.48,0.9,1114170000,2360920,4,10225.1,804.17,7.86,0,"Avenida Brigadeiro Faria Lima, 4440, Itaim Bibi, São Paulo/SP, Brasil, 04538-132,Avenida Brigadeiro Luis Antonio, 3521, Jardim Paulista, Sao Paulo/SP, Brasil, 01401-001,Rua Leopoldo Couto Magalhaes Júnior, 822, Itaim Bibi, São Paulo/SP, Brasil, 04542-000,Avenida Presidente Juscelino Kubitschek, 2041, Vila Olímpia, Sao Paulo/SP, Brasil, 04543-011","2023-04-13 00:29:07"
"QAGR11","Outros",41.35,11.76,11.74,0.74,208404000,313781,12,2460.62,329.36,13.39,0,"Linha Agroisa, S/n, Nas Margens Da Rodovia Sc 305, S/n, Campo Ere/SC, Brasil, 89980-000,Km 186, S/n, Assai/PR, Brasil, 86220-000,Rua Barra Mansa, S/n, Pinheirinho, Francisco Beltrao/PR, Brasil, 85603-260,Rodovia Pr 218, Km 12, Gleba Patr. Sabáudia, Sabaudia/PR, Brasil, 86720-000,Rodovia Br364, Km 203, Setor Francisco Antonio, Jatai/GO, Brasil, 75801-615,Rodovia Pr 537, Km 0.3, Bela Vista Do Paraiso/PR, Brasil, 86130-000,Rua Goias, 540, Nazaré, Medianeira/PR, Brasil, 85884-000,Anel Viario Ayrton Senna, 2000, Distrito Industrial, Uberlandia/MG, Brasil, 38402-329,Rodovia Mg 190, Km 72, Nova Ponte/MG, Brasil, 38160-000,Avenida Jose Bonifacio, 769, Vila Atalaia, Cambe/PR, Brasil, 86181-570,Rodovia Pr493, 5500, , Fraron, Pato Branco/PR, Brasil, 85503-378,Avenida Senador Attilio Fontana, 1989, Parque Sao Joao, Paranagua/PR, Brasil, 83212-250","2023-04-13 00:29:07"
"QAMI11","Híbrido",75.99,31.11,15.7,0.83,60898200,19808,0,0,0,0,0,"","2023-04-13 00:29:07"
"QIFF11","Títulos e Val. Mob.",97.49,7.63,0,1.09,14623500,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"QIRI11","Títulos e Val. Mob.",78.04,9.53,4.35,0.87,11706000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"QMFF11","Títulos e Val. Mob.",98.52,7.55,0,1.1,14778000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBBV11","Títulos e Val. Mob.",100,6.51,0,0.99,125416000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBCO11","Lajes Corporativas",44,12.33,8.39,0.49,166276000,144616,4,3812.31,614.84,16.13,0,"Rua Bela Cintra, 986, São Paulo - SP,Av. Morumbi, 8.234, São Paulo - SP,Alameda Santos, nº 1.039, São Paulo - SP,Av. das Nações Unidas, 17.891, São Paulo - SP","2023-04-13 00:29:07"
"RBDS11","Residencial",3.48,-47.77,0,0.17,440300,233,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBED11","Outros",120.54,10.97,12,0.84,281148000,144119,8,2592.75,286.88,11.06,0,"Avenida Presidente Juscelino Kubitschek, n° 227/229 e 247, Centro - Betim/MG,Rua Senador Fláquer, 456 - Centro - Santo André-SP,Avenida Beira Rio, 3.001, Jardim Europa - Cuiabá/MT,Avenida São Luís Rei de França, 32, Turu - São Luís/MA,Rua Timbiras, 1387, Funcionários - Belo Horizonte/MG,Rua da Consolação, nºs 2.320 e 2.322 - São Paulo/SP,Av. Dr. Rudge Ramos, nº 1.501 - São Bernardo do Campo/SP,Rua Jequitibá, 401, Horto - Ipatinga/MG","2023-04-13 00:29:07"
"RBFF11","Títulos e Val. Mob.",47.15,13.32,12.62,0.76,176775000,210789,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBGS11","Shoppings",28.45,3.3,0,0.31,30669100,0,1,1051.57,52.68,5.01,11.94,"Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ - CEP 21740-001","2023-04-13 00:29:07"
"RBHG11","Títulos e Val. Mob.",79.99,11.1,17.31,0.86,138189000,279294,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBHY11","Títulos e Val. Mob.",91.3,11.64,16.95,0.97,172877000,207591,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBIR11","Residencial",63.57,-2.57,1.81,0.67,97174100,59408,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBIV11","Títulos e Val. Mob.",83.7,10.61,0,0.9,144599000,0,0,0,0,0,0,"","2023-04-13 00:29:07"
"RBLG11","Logística",92,12.36,11.02,0.93,58898300,794,1,334.43,33.81,10.11,0,"Km 11, 3010, Zona De Expansão Urbana, Parauapebas-pa, Rodovia Pa-275, Parauapebas/PA, Brasil, 68515-000","2023-04-13 00:29:07"
"RBOP11","Outros",417.99,32.35,15.2,0.54,42494500,81542,2,2297.97,712.03,30.99,4.34,"Rua Rio de Janeiro, 654, Belo Horizonte/MG,Avenida Rio Branco, 89, Centro, Rio de Janeiro/RJ","2023-04-13 00:29:07"
"RBRD11","Híbrido",33.1,13.55,10.96,0.5,61294100,28639,4,2222.45,393.39,17.7,27.96,"RUA DR. NILO PEÇANHA Nº 564, BAIRRO SÃO MIGUEL - SÃO GONÇALO  RJ,RUA DO CATETE N° 194 E 196, ESQUINA COM RUA CORREA DUTRA - RIO DE JANEIRO  RJ,RUA JOÃO PESSOA, 86 - NATAL  RN,RODOVIA AYRTON SENNA - UBERLÂNDIA - MG","2023-04-13 00:29:07"
"RBRF11","Títulos e Val. Mob.",66.53,11.06,11.15,0.85,910182000,1743420,0,0,0,0,0,"","2023-04-13 00:29:07"
